Recipient Organization,deliverychannel,,
Support Agency for Rural and Human Association’s Development,NGOs and CSOs,,
Support to Life,NGOs and CSOs,,
Sustainable Development and Peace Building Initiatives,NGOs and CSOs,,
Tahaddi & Apprentis d'Auteuils,NGOs and CSOs,,
Tajik Aid,NGOs and CSOs,,
The National Institution of Social Care and Vocational Training,NGOs and CSOs,,
Triyog Trust NZ,NGOs and CSOs,,
Turath Organization for Human Development,NGOs and CSOs,,
U.S. Forest Service,Public sector,,
UN Department of Economic and Social Affairs,Multilateral,,
UN Women,Multilateral,,
United Nations Global Pulse,Multilateral,,
United Nations Voluntary Fund for Trafficking in Person,Multilateral,,
Vetwork Services Trust,Other,,
Wethaq Foundation for Civil Orientation,NGOs and CSOs,,
Women Now for Development,NGOs and CSOs,,
World Vision Vanuatu,NGOs and CSOs,,
Yemeni Social Reform Society,Other,,
Young Men’s Christian Association,NGOs and CSOs,,
Allocation of unearmarked funds by UN Women,Multilateral,,
ASYA SAR - KYM,NGOs and CSOs,,
Chad,Public sector,,
ECHO DFID contribution,Public sector,,
IDeA Foundation,NGOs and CSOs,,
Livelihoods and Food Security Trust Fund,Multilateral,,
Saint Kitts and Nevis,Public sector,,
Three Millennium Development Goal Fund (3MDG),Multilateral,,
World Jewish Relief,NGOs and CSOs,,
European Centre for Disease Prevention and Control,Public sector,,
HOPE’87 – Hundreds of Original Projects for Employment,NGOs and CSOs,,
Farmer's Life Development Agency,NGOs and CSOs,,
Development and Regeneration Association,NGOs and CSOs,,
AMURT/Ananda Marga Universal Relief Team (USA),NGOs and CSOs,,
MOJAZ Foundation,NGOs and CSOs,,
Association pour le Progrès et la Défense des Droits des Femmes,Other,,
"Center for Emergency Aid and Rehabilitation, Inc.",Other,,
Al Najat Charitable Society,NGOs and CSOs,,
Al-Khanjar Foundation,NGOs and CSOs,,
Association for Environment Management and Development,NGOs and CSOs,,
Association pour le Développement de Sila,Other,,
Centre d'Appui aux Initiatives de Développement Local,Other,,
Jiyan Foundation for Human Rights,NGOs and CSOs,,
Ligue de la Zone Afrique pour la Défense des Droits des Enfants et Elèves,NGOs and CSOs,,
Tajdid Iraq Association for Developing Economy,NGOs and CSOs,,
The United Iraqi Medical Society for Relief and Development,NGOs and CSOs,,
Adventist Development and Relief Agency,NGOs and CSOs,,
Afghanistan Humanitarian Fund,Multilateral,,
AiBi Associazione Amici dei Bambini,NGOs and CSOs,,
"Albania, Government of",Public sector,,
ARSIS Association for the Social Support of Youth,NGOs and CSOs,,
ASSIST,Other,,
Associazione Centro Aiuti Volontari Cooperazione Sviluppo Terzo Mondo,NGOs and CSOs,,
Associazione Solidarietà e lo Sviluppo - Confederazione Italiana Agricoltori,NGOs and CSOs,,
Auranitis Life Line for development and training,NGOs and CSOs,,
"Ayuda, Intercambio y Desarrollo",NGOs and CSOs,,
"Bolivia, Government of",Public sector,,
"Bulgaria, Government of",Public sector,,
Business Incubation Association in Tripoli,NGOs and CSOs,,
CARE Ecuador,NGOs and CSOs,,
Caritas Athens,NGOs and CSOs,,
Caritas Développement Niger,NGOs and CSOs,,
Caritas Hellas - Caritas Greece,NGOs and CSOs,,
Central African Republic Humanitarian Fund,Multilateral,,
Centro Sviluppo Terzo Mondo Onlus,NGOs and CSOs,,
Colombia Humanitarian Fund,Multilateral,,
Community World Service Asia,NGOs and CSOs,,
"Cote d'Ivoire, Government of",Public sector,,
Democratic Republic of the Congo Humanitarian Fund,Multilateral,,
Development and Ability Organization,NGOs and CSOs,,
Development and Inter-Church Aid Commission,NGOs and CSOs,,
DIOTIMA Centre of research on Women's Issues,NGOs and CSOs,,
"Djibouti, Government of",Public sector,,
Dutch Relief Alliance,NGOs and CSOs,,
"Ecuador, Government of",Public sector,,
EliseCare,NGOs and CSOs,,
Engineers Without Borders,NGOs and CSOs,,
Ente Nazionale Giuseppini del Murialdo,NGOs and CSOs,,
"Eritrea, Government of",Public sector,,
Ethiopia Humanitarian Fund,Multilateral,,
Federation Handicap International. Direction Aide Humanitaire,NGOs and CSOs,,
Fida,NGOs and CSOs,,
"Fiji, Government of",Public sector,,
Fonds d’Intervention pour le Développement,NGOs and CSOs,,
Food for the Hungry,NGOs and CSOs,,
"Greece, Government of",Public sector,,
"Haiti, Government of",Public sector,,
Heart to Heart International,NGOs and CSOs,,
Help - Hilfe zur Selbsthilfe e.V.,NGOs and CSOs,,
HSA Humanitarian Support Agency,NGOs and CSOs,,
M,Other multi,,
International Humanitarian Relief,NGOs and CSOs,,
International Maize and Wheat Improvement Center,NGOs and CSOs,,
INTERSOS Humanitarian Aid Organization,NGOs and CSOs,,
Iraq Humanitarian Fund,Multilateral,,
"Iraq, Government of",Public sector,,
J/P Haitian Relief Organization,NGOs and CSOs,,
Jordan Humanitarian Fund,Multilateral,,
Jordan paramedic society,NGOs and CSOs,,
"Jordan, Government of",Public sector,,
"Kazakhstan, Government of",Public sector,,
Kofi Annan Foundation,NGOs and CSOs,,
KPSM-ERP Integration Centre for Migrant Workers – Ecumenical Refugee Program,NGOs and CSOs,,
Kuwaiti Yemeni Relief,NGOs and CSOs,,
"Kyrgyzstan, Government of",Public sector,,
La Strada International (LSI),NGOs and CSOs,,
Lebanon Humanitarian Fund,Multilateral,,
"Lebanon, Government of",Public sector,,
LEGIS,NGOs and CSOs,,
"Liberia, Government of",Public sector,,
Libraries without Borders,NGOs and CSOs,,
"Libya, Government of",Public sector,,
"Macedonia, Former Yugoslav Republic of, Government of",Public sector,,
Macedonian Red Cross,RCRC,,
Macedonian Young Lawyers Association (MYLA),NGOs and CSOs,,
"Madagascar, Government of",Public sector,,
Management and Resources for Community Health,Other,,
"Mauritania, Government of",Public sector,,
Mercy Corps,NGOs and CSOs,,
"Mozambique, Government of",Public sector,,
Myanmar Humanitarian Fund,Multilateral,,
Network for Children's Rights,NGOs and CSOs,,
NGOs | Red Cross Organizations | UN Agencys,Other,,
NGOs | UN Agencys,Other,,
NGOs | UN Agencys | Red Cross Organizations,Other,,
Norwegian Society for Sea Rescue,NGOs and CSOs,,
NOSTOS - Organisation for Social Integration,NGOs and CSOs,,
Nun Kultura,NGOs and CSOs,,
occupied Palestinian territory Humanitarian Fund,Multilateral,,
Order of Malta Lebanon,NGOs and CSOs,,
Pakistan Humanitarian Fund,Multilateral,,
"Papua New Guinea, Government of",Public sector,,
Partners Turkey,Other,,
People in Need,NGOs and CSOs,,
"Peru, Government of",Public sector,,
Philippine Red Cross,RCRC,,
"Philippines, Government of",Public sector,,
Ramakrishna Mission,NGOs and CSOs,,
"Republic of South Sudan, Government of",Public sector,,
Reseau National des droits humains,NGOs and CSOs,,
Roles for Social Change Association,NGOs and CSOs,,
Safadi Foundation,NGOs and CSOs,,
Save the Children,NGOs and CSOs,,
"Serbia, Government of",Public sector,,
Smile Again Africa Development Organization,NGOs and CSOs,,
Solidar Suisse,NGOs and CSOs,,
Solidarity Now,NGOs and CSOs,,
Somalia Humanitarian Fund,Multilateral,,
South Sudan Humanitarian Fund,Multilateral,,
"Sri Lanka, Government of",Public sector,,
Sudan Humanitarian Fund,Multilateral,,
"Sudan, Government of",Public sector,,
Swedish Red Cross,RCRC,,
Syria Civil Defence,NGOs and CSOs,,
Syria Relief,NGOs and CSOs,,
Syria Relief and Development,NGOs and CSOs,,
Syrian American Medical Society Foundation,NGOs and CSOs,,
Syrian Arab Republic Humanitarian Fund,Multilateral,,
"Syrian Arab Republic, Government of",Public sector,,
"Tajikistan, Government of",Public sector,,
Tanganyika Christian Refugee Service,NGOs and CSOs,,
Team Rubicon,NGOs and CSOs,,
TEAR Fund New Zealand | Save the Children,NGOs and CSOs,,
Translators without Borders,NGOs and CSOs,,
Turkey Humanitarian Fund,Multilateral,,
"Turkey, Government of",Public sector,,
"Ukraine, Government of",Public sector,,
UN Agencys,Multilateral,,
UN Agencys | NGOs,Other,,
UN Agencys | NGOs | Red Cross Organizations,Other,,
Un Ponte Per,NGOs and CSOs,,
United Nations Humanitarian Response Depot,Multilateral,,
UTOPIA Association,NGOs and CSOs,,
War Child,NGOs and CSOs,,
World Vision Chad,NGOs and CSOs,,
World Vision Niger,NGOs and CSOs,,
Yemen Humanitarian Fund,Multilateral,,
"Afghanistan, Government of",Public sector,,
"Bahamas, Government of",Public sector,,
"Bangladesh, Government of",Public sector,,
Barzani Charity Foundation,NGOs and CSOs,,
"Benin, Government of",Public sector,,
"Bosnia & Herzegovina, Government of",Public sector,,
Buddhist Tzu Chi Foundation,NGOs and CSOs,,
"Burkina Faso, Government of",Public sector,,
"Cameroon, Government of",Public sector,,
Center for Education and Development,NGOs and CSOs,,
Centro Internazionale per l'Infanzia e la Famiglia,NGOs and CSOs,,
City Center Co.,Other,,
"Congo, Democratic Republic of, Government of",Public sector,,
Cultivating New Frontiers in Agriculture,NGOs and CSOs,,
Democratic Republic of the Congo Humanitarian Func,Multilateral,,
Direct Focus Community Aid,NGOs and CSOs,,
Enjaz foundation for development,NGOs and CSOs,,
"Ethiopia, Government of",Public sector,,
EU Regional Trust Fund in Response to the Syrian Crisis (Madad Fund),Other multi,,
Fondation Humanitaire Internationale AICM Ukraine,NGOs and CSOs,,
"Fundación Alianza por Los Derechos, la Igualdad y la Solidaridad Internacional",NGOs and CSOs,,
Habitat for Humanity Fiji,NGOs and CSOs,,
Health Care and Relief Foundation,Other,,
Help-Tchad,NGOs and CSOs,,
International Campaign to Abolish Nuclear Weapons (ICAN),NGOs and CSOs,,
KAFA Enough Violence and Exploitation,NGOs and CSOs,,
Khalifa Bin Zayed Al Nahyan Foundation,NGOs and CSOs,,
Kreuz des Südens,NGOs and CSOs,,
Kuwait Foundation for the Advancement of Science,NGOs and CSOs,,
Lanka Jatika Sarvodaya Shramadana Sangamaya,NGOs and CSOs,,
Léger Foundation,NGOs and CSOs,,
"Mali, Government of",Public sector,,
Norwegian Refugee Council/CARDI,NGOs and CSOs,,
Not specified,Other,,
Nutrition Action Zimbabwe,NGOs and CSOs,,
"Pakistan, Government of",Public sector,,
Plan Zimbabwe,NGOs and CSOs,,
Render Effective Aid to Children,Other,,
"Solomon Islands, Government of",Public sector,,
Stiftung KARIBU Kinderhilfe,NGOs and CSOs,,
The Coalition Of Humanitarian Relief,NGOs and CSOs,,
The Haven Community Foundation,NGOs and CSOs,,
"Tonga, Government of",Public sector,,
UN Agencies,Multilateral,,
United Iraqi Medical Society for Relief & Development,NGOs and CSOs,,
URBAN REFUGEES,NGOs and CSOs,,
"Viet Nam, Government of",Public sector,,
World Vision Netherlands,NGOs and CSOs,,
World Vision New Zealand,NGOs and CSOs,,
Yasra Food Company,Other,,
"Yemen, Government of",Public sector,,
Action Solidaire aux Vulnérables,Other,,
Actions Concrète pour la Protection de l'Enfance,NGOs and CSOs,,
Afghan Planning Agency,NGOs and CSOs,,
African Initatives for Relief and Development,NGOs and CSOs,,
Al Afia Fund Charity,NGOs and CSOs,,
Al Birr Charity and social services association,Other,,
Al Taalouf Charity Association,Other,,
Al-Atta Institution for Social Development and Charity (AISDAC),NGOs and CSOs,,
Al-Bir Wa Al-Ehsan Association in Ras AlAin (Al-Bir Wa Al-Ehsan in Ras AlAin),Other,,
Alinshat Area Association (Inshaat),NGOs and CSOs,,
Asia Humanitarian Organization,NGOs and CSOs,,
Association Arbre de Vie,Other,,
Association des jeunes pour le développement communautaire,NGOs and CSOs,,
Caritas Centrafricaine,NGOs and CSOs,,
Centre de Développement Intégral pour l’Enfant Rural,NGOs and CSOs,,
CoAR,NGOs and CSOs,,
Collectif Alpha Ujuvi (CAU),NGOs and CSOs,,
Community Agribusiness Development Agency,NGOs and CSOs,,
Community Initiative for Sustainable Development Agency,Other,,
Comprehensive Health and Education Forum International,NGOs and CSOs,,
Cooperation for Development Organization,NGOs and CSOs,,
Corporación Infancia y Desarrollo (CID),NGOs and CSOs,,
Darfur Development and Reconstruction Agency (DDRA),NGOs and CSOs,,
Doctors Aid Medical Activities,NGOs and CSOs,,
Frontier Organization for Reforms and Transformation,NGOs and CSOs,,
Fundación Halu Bienestar Humano,NGOs and CSOs,,
Heevie Kurdistan Development,NGOs and CSOs,,
Humanitaires sans Frontières,Other,,
Humanitarian Organization for Poverty Elimination,NGOs and CSOs,,
Iraqi Al-Mortaqa Foundation for Human Development,NGOs and CSOs,,
Iraqi Health Access Organization,NGOs and CSOs,,
Islamic Charity Association - Aoun for relief and Development,Other,,
Kamore Development Welfare Organization,NGOs and CSOs,,
Khadija Foundation for Development,Other,,
Kuwait Patients Helping Fund,NGOs and CSOs,,
LASOONA - Society for Human and Natural Resource Development,NGOs and CSOs,,
Life Makers Meeting Place Organization,NGOs and CSOs,,
Main dans la Main pour l'Assistance Humanitaire et le Développement Durable,NGOs and CSOs,,
Myanmar Nurse and Midwife Association,NGOs and CSOs,,
Myittar Resource Foundation,NGOs and CSOs,,
Nada Elazhar for Disaster Prevention and Sustainable Development,NGOs and CSOs,,
National Foundation for Development and Humanitarian Response,NGOs and CSOs,,
ONG Rescate,NGOs and CSOs,,
Pakhtunkhwa Rural Support Program,NGOs and CSOs,,
Philanthrope,NGOs and CSOs,,
Poverty Alliance Welfare Trust,NGOs and CSOs,,
RABT Development Organization,NGOs and CSOs,,
Ratana Metta Organization,NGOs and CSOs,,
Rebuild Hope for Africa,NGOs and CSOs,,
Representative of Nineveh Voluntary for Internally Displaced Persons Organization,NGOs and CSOs,,
Sanjh Preet Organization,NGOs and CSOs,,
Society for Appraisal and Women Empowerment in Rural Areas,NGOs and CSOs,,
Sorouh for Sustainable Development Foundation,NGOs and CSOs,,
Stichting ZOA,NGOs and CSOs,,
Syrian Society for Social Development,NGOs and CSOs,,
The Engineering Association for Development and Environment,NGOs and CSOs,,
United Foundation for Relief and Abiding Development,NGOs and CSOs,,
UTOPIA Organization,NGOs and CSOs,,
Women Concerns Organization,NGOs and CSOs,,
World Vision Ethiopia,NGOs and CSOs,,
Yemeni Development Network for NGOs,NGOs and CSOs,,
Youth Health & Development Organization,NGOs and CSOs,,
Zulfa Development and Peace Organization,NGOs and CSOs,,
CARE Haiti,NGOs and CSOs,,
"Algeria, Government of",Public Sector,,
"Comoros, Government of",Public Sector,,
"Gambia, Government of",Public Sector,,
"Ghana, Government of",Public Sector,,
"Maldives, Government of",Public Sector,,
"Niger, Government of",Public Sector,,
"Senegal, Government of",Public Sector,,
"Tanzania, Government of",Public Sector,,
"Zambia, Government of",Public Sector,,
un agencies | ngos | red cross organizations,Other,,
un agencies | ngos,Other,,
"macedonia, former yugoslav republic of",Public sector,,
serbia,Public sector,,
red cross organizations | ngos | un agencies,Other,,
ngos | red cross organizations | un agencies,Other,,
solomon islands,Public sector,,
private (individuals & organizations),Other,,
comoros,Public sector,,
Qandil Swedish Humanitarian Aid Organization,NGOs and CSOs,,
International Association for Maternal and Neonatal Health,NGOs and CSOs,,
World Animal Protection,NGOs and CSOs,,
We World Onlus,NGOs and CSOs,,
Africa Relief Committee,Other,,
Care and Social Development Organization,NGOs and CSOs,,
Islah Foundation For Society Development,NGOs and CSOs,,
Sri Lankan Merciful,Other,,
Humanitarian Integrity for Women Action on Advocacy for Peace and Human Right,NGOs and CSOs,,
Fondacioni Miresia,Other,,
Society for Social & Technological Support,NGOs and CSOs,,
Association Elyed Eloulya pour l’Aide des Necessiteux et la Protection des Enfants,Other,,
Nurture and Reform Organization,Other,,
Reach out Foundation for Human Development,NGOs and CSOs,,
national integrated and development association (nida-pakistan),NGOs and CSOs,,
Palestinian Farmers' Union,NGOs and CSOs,,
un agencies | red cross organizations | ngos,Other,,
ngos | un agencies | red cross organizations,Other,,
afghanistan erf (until 2014),Multilateral,,
Al-Gharaa Charity Organization,NGOs and CSOs,,
Artemisszió Foundation,NGOs and CSOs,,
Bahrain Islamic Association,NGOs and CSOs,,
Centre for International Studies and Cooperation,NGOs and CSOs,,
"congo, democratic republic of the erf (until 2013)",Multilateral,,
Dolphin for Development,Other,,
Dominica,Public sector,,
fafo,NGOs and CSOs,,
haiti humanitarian fund,Multilateral,,
Halte Aux Mines Antipersonnel,NGOs and CSOs,,
Himalayan Trust Nepal,NGOs and CSOs,,
human rights house foundation,NGOs and CSOs,,
indonesia erf (until 2014),Multilateral,,
Instituto Dominicano de Desarrollo Integral,NGOs and CSOs,,
International Commission for Human Development,NGOs and CSOs,,
International Rice Research Institute,NGOs and CSOs,,
international trust fund for demining and victim assistance,NGOs and CSOs,,
Islamic Charity Society Center,NGOs and CSOs,,
Japanese Organization for International Cooperation in Family Planning (JOICFP),NGOs and CSOs,,
kenya erf (until 2014),Multilateral,,
merrill lynch,Other,,
Middle East Children’s Institute,NGOs and CSOs,,
NGOs | UN Agencies,Other,,
non violent peace force,NGOs and CSOs,,
oficina panamericana de la salud,Multilateral,,
oikos - intercooperação e desenvolvimento,NGOs and CSOs,,
private (individuals & organizations),Other,,
red cross organizations | un agencies | ngos,Other,,
restart center for rehabilitation of victims of violence and torture,NGOs and CSOs,,
Rwandan Red Cross,RCRC,,
sodi - solidaritätsdienst-international,NGOs and CSOs,,
sudan social development organization,NGOs and CSOs,,
UN Agencies | Red Cross Organizations,Other,,
Vanuatu,Public sector,,
Volunteer Organization for the International Co-operation la Nostra Famiglia,NGOs and CSOs,,
Women's Affairs Center,NGOs and CSOs,,
zimbabwe erf (until 2014),Multilateral,,
uganda erf (until 2010),Multilateral,,
christian children's fund,NGOs and CSOs,,
national oceanic and atmospheric administration,Public sector,,
health communication capacity collaborative,NGOs and CSOs,,
near east council of churches in gaza,NGOs and CSOs,,
international network for environmental management,NGOs and CSOs,,
norsk journalistlag,Other,,
hungarian charity organization of the order of malta,NGOs and CSOs,,
hungarian hydrology association,NGOs and CSOs,,
red cross organizations | un agencies,Other,,
la strada international / open gate,NGOs and CSOs,,
madad organization,Public Sector,,
intergovernmental authority on development,Multilateral,,
