Donor,codename,New code,recipient,checks
World University Service - Canada,NGOs,,NGOs,TRUE
World Vision  Netherlands,NGOs,,NGOs,TRUE
World Vision Angola,NGOs,,NGOs,TRUE
World Vision Australia,NGOs,,NGOs,TRUE
World Vision Canada,NGOs,,NGOs,TRUE
World Vision El Salvador,NGOs,,NGOs,TRUE
World Vision Germany,NGOs,,NGOs,TRUE
World Vision Hong Kong,NGOs,,NGOs,TRUE
World Vision InterNational,NGOs,,NGOs,TRUE
World Vision Ireland,NGOs,,NGOs,TRUE
World Vision Kenya,NGOs,,NGOs,TRUE
World Vision Korea,NGOs,,NGOs,TRUE
World Vision Pakistan,NGOs,,NGOs,TRUE
World Vision Philippines,NGOs,,NGOs,TRUE
World Vision Relief and Development  Inc.,NGOs,,NGOs,TRUE
World Vision Relief and Development  Inc.,NGOs,,NGOs,TRUE
World Vision South Sudan,NGOs,,NGOs,TRUE
World Vision Sri Lanka,NGOs,,NGOs,TRUE
World Vision Sudan,NGOs,,NGOs,TRUE
World Vision Support Offices,NGOs,,NGOs,TRUE
World Vision Taiwan,NGOs,,NGOs,TRUE
World Vision Uganda,NGOs,,NGOs,TRUE
World Vision UK,NGOs,,NGOs,TRUE
World Vision USA,NGOs,,NGOs,TRUE
World Vision Viet Nam,NGOs,,NGOs,TRUE
World Vision Zimbabwe,NGOs,,NGOs,TRUE
World Wildlife Fund,NGOs,,NGOs,TRUE
WorldFish,academia/think/research,,academia/think/research,TRUE
WPD,NGOs,,NGOs,TRUE
WRC - World Relief Corporation ,NGOs,,NGOs,TRUE
WSP InterNational,NGOs,,NGOs,TRUE
WTB InterNational Development,private sector corporations,,private sector corporations,TRUE
Xcel Energy Foundation ,foundations,,foundations,TRUE
Xstrata AG,private sector corporations,,private sector corporations,TRUE
YAKKUM Emergency Unit,NGOs,,NGOs,TRUE
Yasska Foundation,foundations,,foundations,TRUE
Yayasan Ananda Marga Indonesia,other,,other,TRUE
Yayasan Dian Desa,other,,other,TRUE
Yayasan HOPE Indonesia,NGOs,,NGOs,TRUE
Yele Haiti Foundation ,foundations,,foundations,TRUE
Yemen,NDD,,National government,FALSE
Yemen Family Care Association,private individual organisations,NGOs,NGOs,FALSE
Yemen Red Crescent Society,red cross,,red cross,TRUE
Yemen Women Union,NGOs,,NGOs,TRUE
YMCA,NGOs,,NGOs,TRUE
YME Foundation,foundations,,foundations,TRUE
Young Africans Development Action,private individual organisations,,private individual organisations,TRUE
Young Welfare Society,NGOs,,NGOs,TRUE
Young Women's Christian Association/La Strada,private individual organisations,,private individual organisations,TRUE
Youth Activity Organization,other,,other,TRUE
Youth Alliance in Karamoja,NGOs,,NGOs,TRUE
Youth Development and Voluntary Work Association,NGOs,,NGOs,TRUE
Yum Brands Inc,private sector corporations,,private sector corporations,TRUE
ZACF,private individual organisations,,private individual organisations,TRUE
ZAF,other,,other,TRUE
Zafar Cooperation Organization,NGOs,,NGOs,TRUE
Zambia,NDD,,National government,FALSE
Zambia Red Cross Society,red cross,,red cross,TRUE
Zamzam Foundation,NGOs,,NGOs,TRUE
Zanfha Initiative,private individual organisations,,private individual organisations,TRUE
ZAWD - Organization for Humanitarian and Development,other,,other,TRUE
ZAYED Foundation,foundations,,foundations,TRUE
ZIF - Center for InterNational Peace Operations,academia/think/research,NGOs,NGOs,FALSE
Zimbabwe,NDD,,National government,FALSE
Zimbabwe Red Cross,red cross,,red cross,TRUE
ZOA Refugee Care,NGOs,,NGOs,TRUE
"Zodiac of North America, Inc.",private sector corporations,,private sector corporations,TRUE
"Zodiac of North America, Inc.",private sector corporations,,private sector corporations,TRUE
Zukunft f. Kinder,other,,other,TRUE
A.I.M.E! International e.V. (Deutschland),NGOs,,NGOs,TRUE
ACT Alliance / Lutheran World Federation Nepal,NGOs,,NGOs,TRUE
Action Chretienne pour combattre la pauvretre et l'analphabetisme,NGOs,,NGOs,TRUE
Afghanistan Center for Training and Development,NGOs,,NGOs,TRUE
Africa Development Corps,NGOs,,NGOs,TRUE
Africa Solidarity Trust Fund,Other pooled,,Other pooled,TRUE
African Rainbow Minerals,private sector corporations,,private sector corporations,TRUE
Agence Humanitaire Africaine,private sector corporations,,private sector corporations,TRUE
Airlink,private sector corporations,,private sector corporations,TRUE
Alber Charity Society,Other,,Other,TRUE
Aliko Dangote's Foundation,foundations,,foundations,TRUE
Alliance for International Medical Action,private individual organisations,NGOs,NGOs,FALSE
Asal Rural Development Organization,Other,,Other,TRUE
Asociación Salvadoreña de Ayuda Humanitaria,NGOs,,NGOs,TRUE
Association de Lutte Contre le Sida,private individual organisations,,private individual organisations,TRUE
"Association for Forests, Development and Conservation",NGOs,,NGOs,TRUE
Association Locale pour le Développement Intégral,NGOs,,NGOs,TRUE
"Association pour la Solidarité, le Développement et l'Intégration Sociale",NGOs,,NGOs,TRUE
Associazione Italiana per la Solidarietà tra I Popoli,NGOs,,NGOs,TRUE
Asylum Access,NGOs,,NGOs,TRUE
Atlas Alliance,NGOs,,NGOs,TRUE
Basic Awareness Rehabilitation & Networking,private sector corporations,,private sector corporations,TRUE
BBC Media Action,NGOs,,NGOs,TRUE
Bent-e-Hawa Peace and Development Organization,NGOs,,NGOs,TRUE
Bilateral (affected government),NDD,,National government,FALSE
Buddhistforbundet,NGOs,,NGOs,TRUE
CAIPA,NDD,,National government,FALSE
Cairo Institute for Human Rights Studies,NGOs,,NGOs,TRUE
Cameroon Red Cross Society,Red Cross,,Red Cross,TRUE
Canadian Imperial Bank of Commerce,private sector corporations,,private sector corporations,TRUE
CARE Luxembourg,NGOs,,NGOs,TRUE
CARGOMA,private sector corporations,,private sector corporations,TRUE
Center for Applied Linguistics,academia/think/research,,academia/think/research,TRUE
Center for Women’s Legal Research and Consulting,academia/think/research,,academia/think/research,TRUE
Centers for Disease Control,DAC governments,,DAC governments,TRUE
Centers for Disease Control Foundation,NGOs,,NGOs,TRUE
Centre de Support en Santé Internationale,NGOs,,NGOs,TRUE
Centro de Estudios y Prevencion de Desastres,NGOs,,NGOs,TRUE
"Cera Products, Inc",private sector corporations,,private sector corporations,TRUE
Child Rights Connect,NGOs,,NGOs,TRUE
Cigna Foundation,foundations,,foundations,TRUE
Civic Coalition for Palestinian Rights in Jerusalem,NGOs,,NGOs,TRUE
Coca-Cola Foundation,private sector corporations,,private sector corporations,TRUE
Community Development Organization,NGOs,,NGOs,TRUE
Community Media Network,NGOs,,NGOs,TRUE
Cooperative Housing Foundation International,NGOs,,NGOs,TRUE
Coordination Of Rehabilitation Services For Afghanistan,NGOs,,NGOs,TRUE
Crisis Action,NGOs,,NGOs,TRUE
Danish Mission Council Development,NGOs,,NGOs,TRUE
dawa Islamic organization,NGOs,,NGOs,TRUE
Demos Institute,academia/think/research,,academia/think/research,TRUE
Direct Relief,NGOs,,NGOs,TRUE
Disaster Prevention and Preparedness Commission Ethiopia,NDD,,National government,FALSE
Ebola Response Multi-Partner Trust Fund,Other pooled,,Other pooled,TRUE
EcoBank,private sector corporations,,private sector corporations,TRUE
EMERGENCY - Life Support for Civilian War Victims ONG Onlus,NGOs,,NGOs,TRUE
Emergency ONG,NGOs,,NGOs,TRUE
EuropeAid,EC,,EC,TRUE
European Commission's Humanitarian Aid and Civil Protection Department,EC,,EC,TRUE
FilmAid,NGOs,,NGOs,TRUE
Fondation Mérieux,foundations,,foundations,TRUE
Fondation pour le Développement et l'Encadrement des Familles Haitiennes,foundations,,foundations,TRUE
Framtiden i våre hender,NGOs,,NGOs,TRUE
France Terre d’Asile,NGOs,,NGOs,TRUE
Friends of UNFPA,NGOs,,NGOs,TRUE
Frontier Primary Health Care,NGOs,,NGOs,TRUE
Fundación Acción Contra el Hambre,NGOs,,NGOs,TRUE
"Fundación Alianza por Los Derechos, la Igualdad y  la Solidaridad Internacional",NGOs,,NGOs,TRUE
Fundación Halü Bienestar Humano,NGOs,,NGOs,TRUE
German Doctors e.V.,NGOs,,NGOs,TRUE
German Toilet Organization e.V.,NGOs,,NGOs,TRUE
GHESKIO Centers,foundations,,foundations,TRUE
Global Aid Hand,NGOs,,NGOs,TRUE
Global Giving,NGOs,,NGOs,TRUE
Global Network for Disaster Reduction,NGOs,,NGOs,TRUE
"Groupe antiraciste d’accompagnement, et de defense des étrangers et migrants",NGOs,,NGOs,TRUE
Groupe unifié pour l'épanouissement des enfants et pour le développement d'Haiti,NGOs,,NGOs,TRUE
Help Syria through the Winter Foundation,foundations,,foundations,TRUE
Hidig Relief And Development Organization,NGOs,other,Other,FALSE
"IHH-Humanitarian Relief Foundation, Turkey",NGOs,,NGOs,TRUE
InformAction,NGOs,,NGOs,TRUE
Innovative Humanitarian Solutions,NGOs,,NGOs,TRUE
Institut Européen de Coopération et de Développement,NGOs,,NGOs,TRUE
International Law and Policy Institute,academia/think/research,,academia/think/research,TRUE
International Procurement Agency,private sector corporations,,private sector corporations,TRUE
International Renaissance Foundation,foundations,,foundations,TRUE
irshad and islah society lebanon,NGOs,,NGOs,TRUE
Islamic Center Society,NGOs,,NGOs,TRUE
John Dau Foundation,NGOs,,NGOs,TRUE
John Hopkins Center for Communication Programs,academia/think/research,,academia/think/research,TRUE
Jordan Engineering Association,private sector corporations,,private sector corporations,TRUE
Just Peace Initiatives,NGOs,,NGOs,TRUE
Khazanah Nasional,NDD,,National government,FALSE
La Asociación Minga,NGOs,,NGOs,TRUE
Larry Page's Family Foundation,private individual organisations,,private individual organisations,TRUE
Lead Development Agency,NGOs,,NGOs,TRUE
Lebanese Association for Development Al Majmoua,private individual organisations,,private individual organisations,TRUE
Lebanese Institute for Democracy and Human Rights,NGOs,,NGOs,TRUE
Legatum Foundation,foundations,,foundations,TRUE
Liberia Petroleum Company,private sector corporations,,private sector corporations,TRUE
Light for the World,NGOs,,NGOs,TRUE
Lutherian World Fund,NGOs,,NGOs,TRUE
Madrasati Initiative,private individual organisations,,private individual organisations,TRUE
Makassed Philanthropic Islamic Association of Beirut,NGOs,,NGOs,TRUE
Masar,NGOs,,NGOs,TRUE
Médecins d'Afrique,NGOs,,NGOs,TRUE
Medical Teams International,NGOs,,NGOs,TRUE
Merck,private sector corporations,,private sector corporations,TRUE
Mercury International,private sector corporations,,private sector corporations,TRUE
Millennium Promise Japan,NGOs,,NGOs,TRUE
Mouvement non violent syrien,NGOs,,NGOs,TRUE
National Federation of UNESCO Association in Japan,NGOs,,NGOs,TRUE
National Oil Company of Liberia,private sector corporations,,private sector corporations,TRUE
NCA+partners,private sector corporations,,private sector corporations,TRUE
NetHope,NGOs,,NGOs,TRUE
NGO Coordination Committee for Iraq,NGOs,,NGOs,TRUE
Noon Charity Organization,NGOs,,NGOs,TRUE
Norwegian Medical Association,private individual organisations,,private individual organisations,TRUE
Nyein (Shalom) Foundation,foundations,NGOs,NGOs,FALSE
Open Society Foundations,foundations,,foundations,TRUE
"Organization for Refuge, Asylum and Migration",academia/think/research,,academia/think/research,TRUE
Palestinian Farmers Association,academia/think/research,,academia/think/research,TRUE
Palestinian Hydrology Group,NGOs,,NGOs,TRUE
Paul G. Allen,foundations,,foundations,TRUE
Peace Bridge Association,NGOs,,NGOs,TRUE
Philippine Jesuit Foundation,foundations,,foundations,TRUE
Plan Liberia,NGOs,,NGOs,TRUE
Poverty Eradication Initiative,private individual organisations,,private individual organisations,TRUE
Prime Foundation,foundations,NGOs,NGOs,FALSE
Programa de Reducción del Riesgo de Desastres,NDD,,National government,FALSE
Protecting Through Education,NGOs,,NGOs,TRUE
Public Health Initiative Liberia,private individual organisations,,private individual organisations,TRUE
Raoul Wallenberg Institute of Human Rights and Humanitarian Law,academia/think/research,,academia/think/research,TRUE
Reach Vulnerable,Other,,Other,TRUE
Rebuild and Relief International NGO gGmbH,private individual organisations,NGOs,NGOs,FALSE
Refugee Consortium of Kenya,NGOs,,NGOs,TRUE
Relief Pakistan,NGOs,,NGOs,TRUE
René Moawad Foundation,NGOs,,NGOs,TRUE
Robert Wood Johnson Foundation,foundations,,foundations,TRUE
Rural Development Initiative Pakistan,NGOs,,NGOs,TRUE
Rural Initiatives in Sustainability and Empowerment,NGOs,,NGOs,TRUE
SADEL,private sector corporations,,private sector corporations,TRUE
SAFDF,Other,,Other,TRUE
Sawa Organization,NGOs,,NGOs,TRUE
SEEMA Center for Training and Protection of Women and Child's Rights,NGOs,,NGOs,TRUE
Seplat Petroleum Development Company Plc,private sector corporations,,private sector corporations,TRUE
Shafaq Rehabilitation Organization (SHA),Other,,Other,TRUE
SHASSMEPPE,NGOs,,NGOs,TRUE
Sibro Organization for Development,NGOs,,NGOs,TRUE
Sierra Minerals Holdings/Vimetco,private sector corporations,,private sector corporations,TRUE
Social Services Program,other,NGOs,NGOs,FALSE
Société Anglogold Ashanti de Guinée,private sector corporations,,private sector corporations,TRUE
Society for Human Emancipation and Development,private individual organisations,,private individual organisations,TRUE
Solo Enviro Beautification,NGOs,,NGOs,TRUE
Soryiat,other,,other,TRUE
Start Fund,NGOs,,NGOs,TRUE
Stiftelsen Litteraturhuset,private individual organisations,,private individual organisations,TRUE
Support for Peace and Education Development Program,other,NGOs,NGOs,FALSE
Syria Sanad,NGOs,,NGOs,TRUE
Taghyeer,private individual organisations,,private individual organisations,TRUE
Taiwan ICDF,NDD,,National government,FALSE
The Competitiveness,other,,other,TRUE
The Equal Rights Trust,private individual organisations,,private individual organisations,TRUE
The Foundation for the Refugee Education Trust,NGOs,,NGOs,TRUE
Tides Center,NGOs,,NGOs,TRUE
Tompran Foundation,foundations,,foundations,TRUE
Tony Elumelu Foundation,foundations,,foundations,TRUE
UN Mission for Ebola Emergency Response,UN Multi,,UN Multi,TRUE
UN TF for Int'l Coop&Dev,Other pooled,,Other pooled,TRUE
Union des Organisations Syrienne de Secours Médicaux,NGOs,,NGOs,TRUE
United Israel Appeal,private individual organisations,,private individual organisations,TRUE
United Nations Department of Safety and Security,UN Multi,,UN Multi,TRUE
Universal Rights Group,academia/think/research,,academia/think/research,TRUE
Urgence Solidarité Syrie,NGOs,,NGOs,TRUE
VENRO,NGOs,,NGOs,TRUE
Vet-Care Organization,NGOs,,NGOs,TRUE
Virgin Unite,foundations,,foundations,TRUE
Vitalité Plus,other,NGOs,NGOs,FALSE
VNG International,private individual organisations,,private individual organisations,TRUE
VOLVO,private sector corporations,,private sector corporations,TRUE
Wakachiai Project,other,,other,TRUE
WELLCOME TRUST,foundations,,foundations,TRUE
Women Empowerment Organization,NGOs,,NGOs,TRUE
Women's Education Partnership,NGOs,,NGOs,TRUE
Women's Evangelical Association of Bossangoa,other,NGOs,NGOs,FALSE
Women's Refugee Commission,NGOs,,NGOs,TRUE
World Council of Churches,private individual organisations,,private individual organisations,TRUE
World Neighbors,private individual organisations,NGOs,NGOs,FALSE
World Relief Corporation,NGOs,,NGOs,TRUE
Yemen Medical Charitable Society,NGOs,,NGOs,TRUE
Youth Resource Centre,other,,other,TRUE
ZOA,NGOs,,NGOs,TRUE
ABAAD-Resource Center for Gender Equality,NGOs,,NGOs,TRUE
Abdel Mohsen Qattan Foundation,foundations,,foundations,TRUE
Abs Development for Women and Children,NGOs,,NGOs,TRUE
Action for Development,NGOs,,NGOs,TRUE
Action for Peace and Sustainable Development,NGOs,,NGOs,TRUE
action medeor e.V.,NGOs,,NGOs,TRUE
Advocates Coalition for Rights and Development,NGOs,,NGOs,TRUE
Afghanistankomiteen i Norge,NGOs,,NGOs,TRUE
Agency for Assistance and Development of Afghanistan,NGOs,,NGOs,TRUE
Agricultural Development Association,NGOs,,NGOs,TRUE
Akkar Network for Development,NGOs,,NGOs,TRUE
Asociacion Ben por la Infancia,NGOs,,NGOs,TRUE
Asociación de Trabajadores y Tecnicos Sin Fronteras,NGOs,,NGOs,TRUE
Asociación ONGD Cives Mundi,NGOs,,NGOs,TRUE
ASSABIL,NGOs,,NGOs,TRUE
Associate in Community Development,NGOs,,NGOs,TRUE
Association Agropastorale de NDA,NGOs,,NGOs,TRUE
Association Centrafricaine pour le Développement Economique et Social,NGOs,,NGOs,TRUE
Association des Cadres Musulmans de Centrafrique,NGOs,,NGOs,TRUE
Association des Femmes pour la Promotion de l'Entreprenariat,NGOs,,NGOs,TRUE
Association for Integrated Rural Development,NGOs,,NGOs,TRUE
Association HIMAYA,NGOs,,NGOs,TRUE
Association LRC,NGOs,other,other,FALSE
Association Medina,NGOs,,NGOs,TRUE
Associazione Internazionale Volontari Laici,NGOs,,NGOs,TRUE
Atlasalliansen,NGOs,,NGOs,TRUE
Basmeh and Zeitooneh - Lebanese Association,NGOs,,NGOs,TRUE
Brigadas Internacionales de Paz,NGOs,,NGOs,TRUE
Care for Children and Old Age in South Sudan,NGOs,,NGOs,TRUE
Caribbean Disaster Emergency Management Agency,Other multi,,Other multi,TRUE
Caritas Chad,NGOs,,NGOs,TRUE
Centre Libanais des Droits Humains,NGOs,,NGOs,TRUE
Centro de Estudios Rurales y de Agricultura Internacional,NGOs,,NGOs,TRUE
Christian Children's Fund of Canada,NGOs,,NGOs,TRUE
Community Development Association,NGOs,,NGOs,TRUE
Community in Need Aid,NGOs,,NGOs,TRUE
Development Fund,NGOs,,NGOs,TRUE
DIGNI,NGOs,,NGOs,TRUE
Dominica Red Cross Society,NGOs,,NGOs,TRUE
Duhok Organization for Volunteer Youth,NGOs,,NGOs,TRUE
EducAid Onlus,NGOs,,NGOs,TRUE
Education Health Social Awareness and Rehabilitation,NGOs,,NGOs,TRUE
Estonian Refugee Council,NGOs,,NGOs,TRUE
European Meeting Centre - Nowy Staw Foundation,foundations,,foundations,TRUE
