Donor,Deflatorvalue
Association des Femmes pour la Promotion de l'Entreprenariat,1.015410128
Association for Integrated Rural Development,1.015410128
Association HIMAYA,1.015410128
Association LRC,1.015410128
Association Medina,1.015410128
Associazione Internazionale Volontari Laici,1.015410128
Atlasalliansen,1.015410128
Basmeh and Zeitooneh - Lebanese Association,1.015410128
Brigadas Internacionales de Paz,1.015410128
Care for Children and Old Age in South Sudan,1.015410128
Caribbean Disaster Emergency Management Agency,1.015410128
Caritas Chad,1.015410128
Centre Libanais des Droits Humains,1.015410128
Centro de Estudios Rurales y de Agricultura Internacional,1.015410128
Christian Children's Fund of Canada,1.015410128
Community Development Association,1.015410128
Community in Need Aid,1.015410128
Development Fund,1.015410128
DIGNI,1.015410128
Dominica Red Cross Society,1.015410128
Duhok Organization for Volunteer Youth,1.015410128
EducAid Onlus,1.015410128
Education Health Social Awareness and Rehabilitation,1.015410128
Estonian Refugee Council,1.015410128
European Centre for Disease Prevention and Control,0.995161627
European Meeting Centre - Nowy Staw Foundation,1.015410128
Evangelisches Werk fÅr Diakonie und Entwicklung e.V.,1.015410128
Famine Early Warning Sytem,1.015410128
Fangak Community Development Initiative,1.015410128
Fashoda Youth Forum,1.015410128
Foyer des Jeunes de Morne l'Hopital,1.015410128
Friends of Children Society,1.015410128
Friendship Luxembourg,1.015410128
"FUNDACION ALIANZA POR LOS DERECHOS, LA IGUALD Y LA SOLIDARIDAD INTERNACIONAL",1.015410128
Fundaci¢n Ojos del Mundo,1.015410128
Fundaci¢n Plan,1.015410128
GFZ German Research Centre,1.015410128
Global Family,1.015410128
Health Equity Initiatives Sdn Bhd,1.015410128
Heifer International,1.015410128
Hujra Village Support Organization,1.015410128
Humanitarian Quality Assurance Initiative,1.015410128
IHRA,1.015410128
Impact Health Organization,1.015410128
"Institute for Development, Research, Advocacy and Applied Care",1.015410128
Interchurch Medical Assistance World Health,1.015410128
International Eurasia Press Fund,1.015410128
IsraAID,1.015410128
Japan Campaign for children of Palestine,1.015410128
Japan International Volunteer Center,1.015410128
Japan Platform,1.015410128
Joint Aid Management International,1.015410128
Jordanian National Commission for Women,1.015410128
Kachin Baptist Convention,1.015410128
Khwendo Kor,1.015410128
Labena Organization for Women Development Aid Capacity Building,1.015410128
MADAD FUND,1.015410128
Makhzoumi Foundation,1.015410128
Manos Unidas,1.015410128
Mena Organization for Services Advocacy integration and Capacity Building,1.015410128
Ministry of Education and Higher Education,1.015410128
Monastery Saint James the Mutilated,1.015410128
Myanmar Health Assistant Association,1.015410128
Myanmar Heart Development Organization,1.015410128
National Demining Units Organization,1.015410128
NGO Free Ukraine,1.015410128
NGO Ukrainian Cultural Center,1.015410128
Norwegian Capacity,1.015410128
Nova - Centre per la Innovaci¢ Social / NOVACT,1.015410128
One Step Further,1.015410128
Organization for Research and Community Development,1.015410128
Organization for Voluntary Humanitarian Assistance Programme,1.015410128
OVERSEAS-Onlus,1.015410128
Oxfam Intermon,1.015410128
Parlement des Jeunes Rwandais,1.015410128
Pearl of Africa Environment,1.015410128
People Empowerment & Consulting Enterprise,1.015410128
Person in Need Relief Mission,1.015410128
Professionals in Humanitarian Assistance and Protection,1.015410128
Real Medicine Foundation,1.015410128
Rebuild Iraq Recruitment Program,1.015410128
Reform Society,1.015410128
Rehabilitation Education And Community Health,1.015410128
Relief and Humanitarian Aid Organisation in Dar al Fatwa,1.015410128
Rural Community Action for Peace and Development,1.015410128
Rural Development Initiative South Sudan,1.015410128
Save Youth Future Society,1.015410128
Secretariado Diocesano de Pastoral Social,1.015410128
Society for Human and Environmental Development,1.015410128
Somalia Resilience Program,1.015410128
Standard Alliance,1.015410128
Sudanese Organization for Rehabilitation and Construction,1.015410128
Support Agency for Rural and Human Association?s Development,1.015410128
Support to Life,1.015410128
Sustainable Development and Peace Building Initiatives,1.015410128
Tahaddi & Apprentis d'Auteuils,1.015410128
Tajik Aid,1.015410128
The National Institution of Social Care and Vocational Training,1.015410128
Triyog Trust NZ,1.015410128
Turath Organization for Human Development,1.015410128
U.S. Forest Service,1.015410128
UN Department of Economic and Social Affairs,1.015410128
UN Women,1.015410128
United Nations Global Pulse,1.015410128
United Nations Voluntary Fund for Trafficking in Person,1.015410128
Vetwork Services Trust,1.015410128
Wethaq Foundation for Civil Orientation,1.015410128
Women Now for Development,1.015410128
World Vision Vanuatu,1.015410128
Yemeni Social Reform Society,1.015410128
Young Men?s Christian Association,1.015410128
HOPE?87 ? Hundreds of Original Projects for Employment,1.015410128
Farmer's Life Development Agency,1.015410128
Development and Regeneration Association,1.015410128
AMURT/Ananda Marga Universal Relief Team (USA),1.015410128
MOJAZ Foundation,1.015410128
Association pour le Progräs et la DÇfense des Droits des Femmes,1.015410128
"Center for Emergency Aid and Rehabilitation, Inc.",1.015410128
Al Najat Charitable Society,1.015410128
Al-Khanjar Foundation,1.015410128
Association for Environment Management and Development,1.015410128
Association pour le DÇveloppement de Sila,1.015410128
Centre d'Appui aux Initiatives de DÇveloppement Local,1.015410128
Jiyan Foundation for Human Rights,1.015410128
Ligue de la Zone Afrique pour la DÇfense des Droits des Enfants et Eläves,1.015410128
Tajdid Iraq Association for Developing Economy,1.015410128
The United Iraqi Medical Society for Relief and Development,1.015410128
AMURT International,1.015410128
Baha'i International Community,1.015410128
CARE International,1.015410128
CARE International Switzerland in Sudan,1.015410128
Comitato Internationale per lo Sviluppo dei Popoli,1.015410128
Human Appeal International,1.015410128
International Aid Services,1.015410128
International Committee of the Red Cross,1.015410128
International Emergency and Development Aid Relief,1.015410128
International Labour Organization,1.015410128
International Medical Corps,1.015410128
International Medical Corps UK,1.015410128
International Organization for Migration,1.015410128
International Relief and Development,1.015410128
International Rescue Committee,1.015410128
Lay Volunteers International Association,1.015410128
Medical Emergency Relief International,1.015410128
Mulrany International,1.015410128
OPEC Fund for International Development,1.015410128
OXFAM America,1.015410128
Plan International,1.015410128
Premiäre Urgence - Aide MÇdicale Internationale,1.015410128
Relief International,1.015410128
SolidaritÇs International,1.015410128
World Vision International,1.015410128
Habitat for Humanity International,1.015410128
Handicap International,1.015410128
International Federation of Red Cross and Red Crescent Societies,1.015410128
International Media Support,1.015410128
OXFAM International,1.015410128
International Orthodox Christian Charities,1.015410128
ChildFund International,1.015410128
HelpAge International,1.015410128
DAC Aviation International,1.015410128
International Catholic Migration Commission,1.015410128
International Strategy for Disaster Reduction,1.015410128
Malteser International,1.015410128
Fida International (previously Finnish Free Foreign Mission),1.015410128
Geneva International Centre for Humanitarian Demining,1.015410128
Deutsche Gesellschaft fÅr Internationale Zusammenarbeit,1.015410128
Humedia International,1.015410128
International Campaign to Ban Landmines,1.015410128
International Trust Fund for Demining and Victim Assistance ,1.015410128
SODI - SolidaritÑtsdienst-International ,1.015410128
ZIF - Center for International Peace Operations,1.015410128
Amnesty International Norge,1.015410128
Coalition for the International Criminal Court,1.015410128
International Coalition to Ban Uranium Weapons,1.015410128
International Commission of Jurists,1.015410128
International Federation of Journalists,1.015410128
International Humanitarian Fact-Finding Commission,1.015410128
International Institute for Democracy and Electoral Assistance - International IDEA,1.015410128
International Institute of Humanitarian Law,1.015410128
International Rehabilitation Council of Tortured Victims,1.015410128
International Service for Human Rights,1.015410128
International Work Group for Indigenous Affairs,1.015410128
Minority Rights Group International,1.015410128
PEN International,1.015410128
"PRIO - International Peace Research Institute, Oslo",1.015410128
Rehabilitation International,1.015410128
Transparency International,1.015410128
PCPM - Polish Center for International Aid,1.015410128
International Council of Voluntary Agencies,1.015410128
Humanitarian Accountability Partnership International,1.015410128
Swiss AIDS Care International,1.015410128
Volunteer Organization for the International Co-operation,1.015410128
Centre for International Studies and Cooperation ,1.015410128
Counterpart International,1.015410128
DHL International,1.015410128
Helen Keller International,1.015410128
International Resources Group,1.015410128
Project Concern International,1.015410128
International Civil Aviation Organisation,1.015410128
Tamer Institute for Community Education,1.015410128
Togo,1.029622846
HealthNet International Transcultural Psychosocial Organisation,1.015410128
Jordan Hashemite Charity Organization,1.015410128
Nippon International Cooperation for Community Development,1.015410128
Rotary International,1.015410128
United Nations Fund for International Partnerships,1.015410128
Norsk Journalistlag,1.015410128
International Network for Environmental Management,1.015410128
Near East Council of Churches in Gaza,1.015410128
Buddhist Tzu Chi Foundation,1.015410128
Health Communication Capacity Collaborative,1.015410128
Heart to Heart International,1.015410128
International Rice Research Institute,1.015410128
National Oceanic and Atmospheric Administration,1.015410128
Centre canadien d'Çtude et de coopÇration internationale (CECI),1.015410128
International Health Partners,1.015410128
International Humanitarian Partnership,1.015410128
Actions MÇdicales Internationale,1.015410128
SOS Sahel International,1.015410128
International Centre for Transitional Justice,1.015410128
Dorcas Aid International,1.015410128
International Bank for Reconstruction & Development (World Bank),1.015410128
International Criminal Court,1.015410128
International Dalit Solidarity Network,1.015410128
Hilfswerk Austria International,1.015410128
International Dispensary Association,1.015410128
International Civil Defense Organisation,1.015410128
Crown Agents,1.015410128
John Snow International,1.015410128
Management Systems International,1.015410128
Population Services International,1.015410128
Aman Jordanian Association,1.015410128
Bahrain Islamic Association,1.015410128
Al-Gharaa Charity Organization,1.015410128
Islamic Charity Society Center,1.015410128
International Commission for Human Development,1.015410128
United States Agency for International Development,1.015410128
Handicap International Belgium,1.015410128
United Nations International Drug Control Programme,1.015410128
ActionAid International NEPAL,1.015410128
Chemonics International Inc.,1.015410128
Geohazards International,1.015410128
International Emergency and Development Aid,1.015410128
International Fund for Agricultural Development ,1.015410128
CARITAS INTERNATIONALIS,1.015410128
Handicap International France,1.015410128
International Federation of Human Rights,1.015410128
International Press Institute,1.015410128
Stockholm International Peace Research Institute,1.015410128
Florida International University,1.015410128
Women for Women International,1.015410128
Aide MÇdicale  Internationale ,1.015410128
CARITAS INTERNATIONALIS,1.015410128
Health Alliance International,1.015410128
Korean Foundation for International Healthcare,1.015410128
United Way International,1.015410128
International Crisis Group,1.015410128
Aide MÇdicale  Internationale ,1.015410128
Health Alliance International,1.015410128
Temporary International Presence in Hebron,1.015410128
National Integrated and Development Association (NIDA-Pakistan),1.015410128
Pastoralist Consultants International,1.015410128
International Assistance Mission,1.015410128
France Cooperation Internationale,1.015410128
Water Missions International,1.015410128
Operation Blessing International,1.015410128
Air Serv International,1.015410128
Food for the Hungry International,1.015410128
International Potato Center,1.015410128
Association Solidarite Maroc Palestine,1.015410128
Baxter International Foundation,1.015410128
DIA - Social Justice in Development,1.015410128
Federation Internationale de Football Association (FIFA),1.015410128
Fondation Assistance Internationale,1.015410128
Gaddafi International Charity and Development Foundation (GICDF),1.015410128
Global Hope Network International,1.015410128
International Criminal Police Organization - INTERPOL,1.015410128
International Development and Relief Foundation,1.015410128
International Lifeline Fund,1.015410128
International Paper,1.015410128
International Programme for the Development of Communication,1.015410128
International Relief Solutions LLC,1.015410128
International Telecommunications Union,1.015410128
Lions Clubs International Foundation,1.015410128
Marie Stopes International,1.015410128
MoneyGram International,1.015410128
Organisation Internationale de la Francophonie,1.015410128
Perry Ellis International,1.015410128
Response International,1.015410128
Royal Caribbean International,1.015410128
Scottish Catholic International Aid Fund,1.015410128
Sphene International Ltd,1.015410128
Sub-Saharan International Development Organization,1.015410128
Trilogy International Partners,1.015410128
Windy International Youth Foundation,1.015410128
Palestinian Farmers' Union,1.015410128
ACTIONAID INTERNATIONAL ZIMBABWE,1.015410128
Human Care International,1.015410128
Human Concern International,1.015410128
