Donor,privatemoney,code,check,private?
Walmart Canada,private,#N/A,,
Walmart Foundation,private,#N/A,,
Walt Disney Corporation,private,#N/A,,
Waltraud Torossian-Brigasky,no,#N/A,,
WAM,no,#N/A,,
Wamo Relief and Rehabilitation Services,no,Wamo Relief and Rehabilitation Services,NGOs,
Waqf Alghanem and Othman mosques,private,#N/A,,
War Child ,no,#N/A,,
War Child Canada,no,#N/A,,
War Child Holland,no,#N/A,,
War Child UK,no,#N/A,,
War Torn Societies,no,#N/A,,
Wardi Relief and Development Initiatives,no,#N/A,,
Watan’s Social Technical Services Association,no,#N/A,,
Water and Sanitation Consortium,no,#N/A,,
Water for Life,no,#N/A,,
Water Missions InterNational,no,#N/A,,
WA-UK,no,#N/A,,
Wawa Inc.,private,#N/A,,
WB/UNDP,no,#N/A,,
We Effect,no,#N/A,,
Webster Bank,private,#N/A,,
WEF - World Editors Forum,private,#N/A,,
WEFA HUMANITARIAN RELIEF ORGANIZATION,no,#N/A,,
Wegman Family Charitable Foundation,private,#N/A,,
"Weil, Gotshal & Manges LLP",private,#N/A,,
Welfare Association,no,#N/A,,
"WellPoint, Inc.",private,#N/A,,
Wells Fargo & CO,private,#N/A,,
Wereld-missiehulp,private,#N/A,,
Werkgroep Nederland Srebrenica,no,#N/A,,
Western Union Foundation,private,#N/A,,
WEUDAM - WEU De-mining Assistance Mission,private,#N/A,,
Weyerhaeuser,private,#N/A,,
WFP Administered Trust Fund,no,#N/A,,
WFP and NGO Partners,no,#N/A,,
WFP Immediate Response Account,no,#N/A,,
WFP/SHA,no,#N/A,,
White Helmets Commission,no,#N/A,,
WHO/AFRO,no,#N/A,,
WHO/OCHA,no,#N/A,,
WHO/UNFPA,no,#N/A,,
William and Flora Hewlett Foundation,private,#N/A,,
William Gallagher Associates,private,#N/A,,
WilmerHale,private,#N/A,,
Wilton Park,no,#N/A,,
Windle Trust,no,#N/A,,
Windle Trust International,no,#N/A,,
Windy InterNational Youth Foundation,private,#N/A,,
Winn-Dixie Foundation,private,#N/A,,
Winston & Strawn LLP,private,#N/A,,
WISAG,private,#N/A,,
WODRANS - Women Orphans and Disabled Rehabilitation Assoc. of New Sudan ,no,#N/A,,
Woman Kind Kenya,no,#N/A,,
Women and Children Child Care Organization,no,#N/A,,
Women And Health Alliance,private,Women And Health Alliance,NGOs,no
Women for Women InterNational,no,#N/A,,
Women Organization for Development & Capacity Building,private,#N/A,,
Women Welfare Organization Poonch,no,#N/A,,
Women's Promotion and Human Development,no,#N/A,,
World Agency of Planetary Monitoring and Earthquake Risk Reduction,no,#N/A,,
World Agroforestry Centre,no,#N/A,,
World Assembly of Muslim Youth,private,#N/A,,
WORLD ASSEMBLY OF MUSLIMS YOUTH,no,#N/A,,
World Association of Children's Friends,no,#N/A,,
World Association of Newspapers and News Publishers,private,#N/A,,
World Bank,no,#N/A,,
World Bank Group,no,#N/A,,
World Care,no,#N/A,,
World Church Relief Service,no,#N/A,,
World Coalition Against the Death Penalty,private,#N/A,,
World Concern,no,#N/A,,
World Concern Development Organisation,no,#N/A,,
World Conference on Disaster Reduction,no,#N/A,,
World Conference on Religions for Peace,no,#N/A,,
World Congress Against the Death Penalty,no,#N/A,,
World Education,no,#N/A,,
World Food Programme,no,#N/A,,
World Health Organization,no,#N/A,,
World Hope InterNational,no,#N/A,,
World Humanitarian Forum,no,#N/A,,
World Islamic Economic Forum Foundation,private,#N/A,,
World Jewish Aid,no,#N/A,,
WORLD LUTERAN FEDERATION - COLOMBIA,private,#N/A,,
World Meteorological Organization,no,#N/A,,
World Mission Society Church of God,private,#N/A,,
World Organisation Against Torture,no,#N/A,,
World Pharmacists,private,#N/A,,
World Rehabilitation Fund,private,World Rehabilitation Fund,NGOs,no
World Relief,no,#N/A,,
World Research Foundation,private,#N/A,,
World Society for the Protection of Animals,no,#N/A,,
World University Service,no,#N/A,,
World University Service - Canada,no,#N/A,,
World Vision  Netherlands,no,#N/A,,
World Vision Angola,no,#N/A,,
World Vision Australia,no,#N/A,,
World Vision Canada,no,#N/A,,
World Vision El Salvador,no,#N/A,,
World Vision Germany,no,#N/A,,
World Vision Hong Kong,no,#N/A,,
World Vision InterNational,no,#N/A,,
World Vision Ireland,no,#N/A,,
World Vision Kenya,no,#N/A,,
World Vision Korea,no,#N/A,,
World Vision Pakistan,no,#N/A,,
World Vision Philippines,no,#N/A,,
World Vision Relief and Development  Inc.,no,#N/A,,
World Vision Relief and Development  Inc.,no,#N/A,,
World Vision South Sudan,no,#N/A,,
World Vision Sri Lanka,no,#N/A,,
World Vision Sudan,no,#N/A,,
World Vision Support Offices,no,#N/A,,
World Vision Taiwan,no,#N/A,,
World Vision Uganda,no,#N/A,,
World Vision UK,no,#N/A,,
World Vision USA,no,#N/A,,
World Vision Viet Nam,no,#N/A,,
World Vision Zimbabwe,no,#N/A,,
World Wildlife Fund,no,#N/A,,
WorldFish,no,#N/A,,
WPD,no,#N/A,,
WRC - World Relief Corporation ,no,#N/A,,
WSP InterNational,no,#N/A,,
WTB InterNational Development,private,#N/A,,
Xcel Energy Foundation ,private,#N/A,,
Xstrata AG,private,#N/A,,
YAKKUM Emergency Unit,no,#N/A,,
Yasska Foundation,private,#N/A,,
Yayasan Ananda Marga Indonesia,no,#N/A,,
Yayasan Dian Desa,no,#N/A,,
Yayasan HOPE Indonesia,no,#N/A,,
Yele Haiti Foundation ,private,#N/A,,
Yemen,no,#N/A,,
Yemen Family Care Association,private,Yemen Family Care Association,NGOs,no
Yemen Red Crescent Society,no,#N/A,,
Yemen Women Union,no,#N/A,,
YMCA,no,#N/A,,
YME Foundation,private,#N/A,,
Young Africans Development Action,private,#N/A,,
Young Welfare Society,no,#N/A,,
Young Women's Christian Association/La Strada,private,#N/A,,
Youth Activity Organization,no,#N/A,,
Youth Alliance in Karamoja,no,#N/A,,
Youth Development and Voluntary Work Association,no,#N/A,,
Yum Brands Inc,private,#N/A,,
ZACF,private,#N/A,,
ZAF,no,#N/A,,
Zafar Cooperation Organization,no,#N/A,,
Zambia,no,#N/A,,
Zambia Red Cross Society,no,#N/A,,
Zamzam Foundation,no,#N/A,,
Zanfha Initiative,private,#N/A,,
ZAWD - Organization for Humanitarian and Development,no,#N/A,,
ZAYED Foundation,private,#N/A,,
ZIF - Center for InterNational Peace Operations,no,ZIF - Center for InterNational Peace Operations,NGOs,
Zimbabwe,no,#N/A,,
Zimbabwe Red Cross,no,#N/A,,
ZOA Refugee Care,no,#N/A,,
"Zodiac of North America, Inc.",private,#N/A,,
"Zodiac of North America, Inc.",private,#N/A,,
Zukunft f. Kinder,no,#N/A,,
A.I.M.E! International e.V. (Deutschland),no,#N/A,,
ACT Alliance / Lutheran World Federation Nepal,no,#N/A,,
Action Chretienne pour combattre la pauvretre et l'analphabetisme,no,#N/A,,
Afghanistan Center for Training and Development,no,#N/A,,
Africa Development Corps,no,#N/A,,
Africa Solidarity Trust Fund,no,#N/A,,
African Rainbow Minerals,private,#N/A,,
Agence Humanitaire Africaine,private,#N/A,,
Airlink,private,#N/A,,
Alber Charity Society,no,#N/A,,
Aliko Dangote's Foundation,private,#N/A,,
Alliance for International Medical Action,private,Alliance for International Medical Action,NGOs,no
Asal Rural Development Organization,no,#N/A,,
Asociación Salvadoreña de Ayuda Humanitaria,no,#N/A,,
Association de Lutte Contre le Sida,private,#N/A,,
"Association for Forests, Development and Conservation",no,#N/A,,
Association Locale pour le Développement Intégral,no,#N/A,,
"Association pour la Solidarité, le Développement et l'Intégration Sociale",no,#N/A,,
Associazione Italiana per la Solidarietà tra I Popoli,no,#N/A,,
Asylum Access,no,#N/A,,
Atlas Alliance,no,#N/A,,
Basic Awareness Rehabilitation & Networking,private,#N/A,,
BBC Media Action,no,#N/A,,
Bent-e-Hawa Peace and Development Organization,no,#N/A,,
Bilateral (affected government),no,#N/A,,
Buddhistforbundet,no,#N/A,,
CAIPA,no,#N/A,,
Cairo Institute for Human Rights Studies,no,#N/A,,
Cameroon Red Cross Society,no,#N/A,,
Canadian Imperial Bank of Commerce,private,#N/A,,
CARE Luxembourg,no,#N/A,,
CARGOMA,private,#N/A,,
Center for Applied Linguistics,no,#N/A,,
Center for Women’s Legal Research and Consulting,no,#N/A,,
Centers for Disease Control,no,#N/A,,
Centers for Disease Control Foundation,no,#N/A,,
Centre de Support en Santé Internationale,no,#N/A,,
Centro de Estudios y Prevencion de Desastres,no,#N/A,,
"Cera Products, Inc",private,#N/A,,
Child Rights Connect,no,#N/A,,
Cigna Foundation,private,#N/A,,
Civic Coalition for Palestinian Rights in Jerusalem,no,#N/A,,
Coca-Cola Foundation,private,#N/A,,
Community Development Organization,no,#N/A,,
Community Media Network,no,#N/A,,
Cooperative Housing Foundation International,no,#N/A,,
Coordination Of Rehabilitation Services For Afghanistan,no,#N/A,,
Crisis Action,no,#N/A,,
Danish Mission Council Development,no,#N/A,,
dawa Islamic organization,no,#N/A,,
Demos Institute,no,#N/A,,
Direct Relief,no,#N/A,,
Disaster Prevention and Preparedness Commission Ethiopia,no,#N/A,,
Ebola Response Multi-Partner Trust Fund,no,#N/A,,
EcoBank,private,#N/A,,
EMERGENCY - Life Support for Civilian War Victims ONG Onlus,no,#N/A,,
Emergency ONG,no,#N/A,,
EuropeAid,no,#N/A,,
European Commission's Humanitarian Aid and Civil Protection Department,no,#N/A,,
FilmAid,no,#N/A,,
Fondation Mérieux,private,#N/A,,
Fondation pour le Développement et l'Encadrement des Familles Haitiennes,private,#N/A,,
Framtiden i våre hender,no,#N/A,,
France Terre d’Asile,no,#N/A,,
Friends of UNFPA,no,#N/A,,
Frontier Primary Health Care,no,#N/A,,
Fundación Acción Contra el Hambre,no,#N/A,,
"Fundación Alianza por Los Derechos, la Igualdad y  la Solidaridad Internacional",no,#N/A,,
Fundación Halü Bienestar Humano,no,#N/A,,
German Doctors e.V.,no,#N/A,,
German Toilet Organization e.V.,no,#N/A,,
GHESKIO Centers,private,#N/A,,
Global Aid Hand,no,#N/A,,
Global Giving,no,#N/A,,
Global Network for Disaster Reduction,no,#N/A,,
"Groupe antiraciste d’accompagnement, et de defense des étrangers et migrants",no,#N/A,,
Groupe unifié pour l'épanouissement des enfants et pour le développement d'Haiti,no,#N/A,,
Help Syria through the Winter Foundation,private,#N/A,,
Hidig Relief And Development Organization,no,Hidig Relief And Development Organization,other,
"IHH-Humanitarian Relief Foundation, Turkey",no,#N/A,,
InformAction,no,#N/A,,
Innovative Humanitarian Solutions,no,#N/A,,
Institut Européen de Coopération et de Développement,no,#N/A,,
International Law and Policy Institute,no,#N/A,,
International Procurement Agency,private,#N/A,,
International Renaissance Foundation,private,#N/A,,
irshad and islah society lebanon,no,#N/A,,
Islamic Center Society,no,#N/A,,
John Dau Foundation,no,#N/A,,
John Hopkins Center for Communication Programs,no,#N/A,,
Jordan Engineering Association,private,#N/A,,
Just Peace Initiatives,no,#N/A,,
Khazanah Nasional,no,#N/A,,
La Asociación Minga,no,#N/A,,
Larry Page's Family Foundation,private,#N/A,,
Lead Development Agency,no,#N/A,,
Lebanese Association for Development Al Majmoua,private,#N/A,,
Lebanese Institute for Democracy and Human Rights,no,#N/A,,
Legatum Foundation,private,#N/A,,
Liberia Petroleum Company,private,#N/A,,
Light for the World,no,#N/A,,
Lutherian World Fund,no,#N/A,,
Madrasati Initiative,private,#N/A,,
Makassed Philanthropic Islamic Association of Beirut,no,#N/A,,
Masar,no,#N/A,,
Médecins d'Afrique,no,#N/A,,
Medical Teams International,no,#N/A,,
Merck,private,#N/A,,
Mercury International,private,#N/A,,
Millennium Promise Japan,no,#N/A,,
Mouvement non violent syrien,no,#N/A,,
National Federation of UNESCO Association in Japan,no,#N/A,,
National Oil Company of Liberia,private,#N/A,,
NCA+partners,private,#N/A,,
NetHope,no,#N/A,,
NGO Coordination Committee for Iraq,no,#N/A,,
Noon Charity Organization,no,#N/A,,
Norwegian Medical Association,private,#N/A,,
Nyein (Shalom) Foundation,private,Nyein (Shalom) Foundation,NGOs,no
Open Society Foundations,private,#N/A,,
"Organization for Refuge, Asylum and Migration",no,#N/A,,
Palestinian Farmers Association,no,#N/A,,
Palestinian Hydrology Group,no,#N/A,,
Paul G. Allen,private,#N/A,,
Peace Bridge Association,no,#N/A,,
Philippine Jesuit Foundation,private,#N/A,,
Plan Liberia,no,#N/A,,
Poverty Eradication Initiative,private,#N/A,,
Prime Foundation,private,Prime Foundation,NGOs,no
Programa de Reducción del Riesgo de Desastres,no,#N/A,,
Protecting Through Education,no,#N/A,,
Public Health Initiative Liberia,private,#N/A,,
Raoul Wallenberg Institute of Human Rights and Humanitarian Law,no,#N/A,,
Reach Vulnerable,no,#N/A,,
Rebuild and Relief International NGO gGmbH,private,Rebuild and Relief International NGO gGmbH,NGOs,no
Refugee Consortium of Kenya,no,#N/A,,
Relief Pakistan,no,#N/A,,
René Moawad Foundation,no,#N/A,,
Robert Wood Johnson Foundation,private,#N/A,,
Rural Development Initiative Pakistan,no,#N/A,,
Rural Initiatives in Sustainability and Empowerment,no,#N/A,,
SADEL,private,#N/A,,
SAFDF,no,#N/A,,
Sawa Organization,no,#N/A,,
SEEMA Center for Training and Protection of Women and Child's Rights,no,#N/A,,
Seplat Petroleum Development Company Plc,private,#N/A,,
Shafaq Rehabilitation Organization (SHA),no,#N/A,,
SHASSMEPPE,no,#N/A,,
Sibro Organization for Development,no,#N/A,,
Sierra Minerals Holdings/Vimetco,private,#N/A,,
Social Services Program,no,Social Services Program,NGOs,
Société Anglogold Ashanti de Guinée,private,#N/A,,
Society for Human Emancipation and Development,private,#N/A,,
Solo Enviro Beautification,no,#N/A,,
Soryiat,no,#N/A,,
Start Fund,no,#N/A,,
Stiftelsen Litteraturhuset,private,#N/A,,
Support for Peace and Education Development Program,no,Support for Peace and Education Development Program,NGOs,
Syria Sanad,no,#N/A,,
Taghyeer,private,#N/A,,
Taiwan ICDF,no,#N/A,,
The Competitiveness,no,#N/A,,
The Equal Rights Trust,private,#N/A,,
The Foundation for the Refugee Education Trust,no,#N/A,,
Tides Center,no,#N/A,,
Tompran Foundation,private,#N/A,,
Tony Elumelu Foundation,private,#N/A,,
UN Mission for Ebola Emergency Response,no,#N/A,,
UN TF for Int'l Coop&Dev,no,#N/A,,
Union des Organisations Syrienne de Secours Médicaux,no,#N/A,,
United Israel Appeal,private,#N/A,,
United Nations Department of Safety and Security,no,#N/A,,
Universal Rights Group,no,#N/A,,
Urgence Solidarité Syrie,no,#N/A,,
VENRO,no,#N/A,,
Vet-Care Organization,no,#N/A,,
Virgin Unite,private,#N/A,,
Vitalité Plus,no,Vitalité Plus,NGOs,
VNG International,private,#N/A,,
VOLVO,private,#N/A,,
Wakachiai Project,no,#N/A,,
WELLCOME TRUST,private,#N/A,,
Women Empowerment Organization,no,#N/A,,
Women's Education Partnership,no,#N/A,,
Women's Evangelical Association of Bossangoa,no,Women's Evangelical Association of Bossangoa,NGOs,
Women's Refugee Commission,no,#N/A,,
World Council of Churches,private,#N/A,,
World Neighbors,private,World Neighbors,NGOs,no
World Relief Corporation,no,#N/A,,
Yemen Medical Charitable Society,no,#N/A,,
Youth Resource Centre,no,#N/A,,
ZOA,no,#N/A,,
ABAAD-Resource Center for Gender Equality,no,#N/A,,
Abdel Mohsen Qattan Foundation,private,#N/A,,
Abs Development for Women and Children,no,#N/A,,
Action for Development,no,#N/A,,
Action for Peace and Sustainable Development,no,#N/A,,
action medeor e.V.,no,#N/A,,
Advocates Coalition for Rights and Development,no,#N/A,,
Afghanistankomiteen i Norge,no,#N/A,,
Agency for Assistance and Development of Afghanistan,no,#N/A,,
Agricultural Development Association,no,#N/A,,
Akkar Network for Development,no,#N/A,,
Asociacion Ben por la Infancia,no,#N/A,,
Asociación de Trabajadores y Tecnicos Sin Fronteras,no,#N/A,,
Asociación ONGD Cives Mundi,no,#N/A,,
ASSABIL,no,#N/A,,
Associate in Community Development,no,#N/A,,
Association Agropastorale de NDA,no,#N/A,,
Association Centrafricaine pour le Développement Economique et Social,no,#N/A,,
Association des Cadres Musulmans de Centrafrique,no,#N/A,,
Association des Femmes pour la Promotion de l'Entreprenariat,no,#N/A,,
Association for Integrated Rural Development,no,#N/A,,
Association HIMAYA,no,#N/A,,
Association LRC,no,Association LRC,other,
Association Medina,no,#N/A,,
Associazione Internazionale Volontari Laici,no,#N/A,,
Atlasalliansen,no,#N/A,,
Basmeh and Zeitooneh - Lebanese Association,no,#N/A,,
Brigadas Internacionales de Paz,no,#N/A,,
Care for Children and Old Age in South Sudan,no,#N/A,,
Caribbean Disaster Emergency Management Agency,no,#N/A,,
Caritas Chad,no,#N/A,,
Centre Libanais des Droits Humains,no,#N/A,,
Centro de Estudios Rurales y de Agricultura Internacional,no,#N/A,,
Christian Children's Fund of Canada,no,#N/A,,
Community Development Association,no,#N/A,,
Community in Need Aid,no,#N/A,,
Development Fund,no,#N/A,,
DIGNI,no,#N/A,,
Dominica Red Cross Society,no,#N/A,,
Duhok Organization for Volunteer Youth,no,#N/A,,
EducAid Onlus,no,#N/A,,
Education Health Social Awareness and Rehabilitation,no,#N/A,,
Estonian Refugee Council,no,#N/A,,
European Meeting Centre - Nowy Staw Foundation,private,#N/A,,
Evangelisches Werk für Diakonie und Entwicklung e.V.,no,#N/A,,
Famine Early Warning Sytem,no,Famine Early Warning Sytem,NGOs,
Fangak Community Development Initiative,no,#N/A,,
Fashoda Youth Forum,no,#N/A,,
Foyer des Jeunes de Morne l'Hopital,no,#N/A,,
Friends of Children Society,no,#N/A,,
Friendship Luxembourg,no,#N/A,,
"FUNDACION ALIANZA POR LOS DERECHOS, LA IGUALD Y LA SOLIDARIDAD INTERNACIONAL",no,#N/A,,
Fundación Ojos del Mundo,private,Fundación Ojos del Mundo,NGOs,no
Fundación Plan,no,#N/A,,
GFZ German Research Centre,no,#N/A,,
Global Family,no,#N/A,,
Health Equity Initiatives Sdn Bhd,no,#N/A,,
Heifer International,no,#N/A,,
Hujra Village Support Organization,no,#N/A,,
Humanitarian Quality Assurance Initiative,no,Humanitarian Quality Assurance Initiative,0,
IHRA,no,#N/A,,
Impact Health Organization,no,Impact Health Organization,NGOs,
"Institute for Development, Research, Advocacy and Applied Care",no,#N/A,,
Interchurch Medical Assistance World Health,no,#N/A,,
International Eurasia Press Fund,no,#N/A,,
IsraAID,no,#N/A,,
Japan Campaign for children of Palestine,no,#N/A,,
Japan International Volunteer Center,no,#N/A,,
Japan Platform,no,#N/A,,
Joint Aid Management International,no,#N/A,,
Jordanian National Commission for Women,no,#N/A,,
Kachin Baptist Convention,no,#N/A,,
Khwendo Kor,no,#N/A,,
Labena Organization for Women Development Aid Capacity Building,no,#N/A,,
MADAD FUND,no,#N/A,,
Makhzoumi Foundation,no,#N/A,,
Manos Unidas,no,#N/A,,
Mena Organization for Services Advocacy integration and Capacity Building,no,#N/A,,
Ministry of Education and Higher Education,no,#N/A,,
Monastery Saint James the Mutilated,no,Monastery Saint James the Mutilated,0,
Myanmar Health Assistant Association,no,#N/A,,
Myanmar Heart Development Organization,no,#N/A,,
National Demining Units Organization,no,#N/A,,
NGO Free Ukraine,no,#N/A,,
NGO Ukrainian Cultural Center,no,#N/A,,
Norwegian Capacity,no,#N/A,,
Nova - Centre per la Innovació Social / NOVACT,no,#N/A,,
One Step Further,no,One Step Further,0,
Organization for Research and Community Development,no,#N/A,,
Organization for Voluntary Humanitarian Assistance Programme,no,Organization for Voluntary Humanitarian Assistance Programme,0,
OVERSEAS-Onlus,no,#N/A,,
Oxfam Intermon,no,#N/A,,
Oxfam/Community Aid Abroad/Intermon/Novib,no,#N/A,,
Parlement des Jeunes Rwandais,no,#N/A,,
Pearl of Africa Environment,no,#N/A,,
People Empowerment & Consulting Enterprise,no,#N/A,,
Person in Need Relief Mission,no,#N/A,,
Professionals in Humanitarian Assistance and Protection,no,#N/A,,
Real Medicine Foundation,private,#N/A,,
Rebuild Iraq Recruitment Program,no,#N/A,,
Reform Society,no,#N/A,,
Rehabilitation Education And Community Health,no,#N/A,,
Relief and Humanitarian Aid Organisation in Dar al Fatwa,no,#N/A,,
Rural Community Action for Peace and Development,no,#N/A,,
Rural Development Initiative South Sudan,no,Rural Development Initiative South Sudan,NGOs,
Save Youth Future Society,no,#N/A,,
Secretariado Diocesano de Pastoral Social,no,#N/A,,
